ShipmentID,OrderID,ShipmentDate,ExpectedDeliveryDate,ActualDeliveryDate,ShipmentStatus,Carrier,ShippingCost,DistanceKm,DeliveryDelayDays
SH013060,O112284,2024-01-18,2024-01-21,2024-01-20,Delivered,Pacific Rim Shipping,941.03,689.7,-1.0
SH013061,O112285,2025-06-27,2025-07-02,2025-07-07,Delivered,TransCon Logistics,367.74,1163.6,5.0
SH013062,O112287,2024-07-30,2024-08-09,2024-08-10,Delivered,Overland Transit Co.,223.7,734.6,1.0
SH013063,O112288,2023-12-17,2023-12-20,2023-12-21,Delivered,Continental Cargo,303.67,2216.3,1.0
SH013064,O112289,2024-12-27,2025-01-01,2025-01-03,Delivered,GlobalFreight Express,406.8,2276.6,2.0
SH013065,O112290,2025-09-19,2025-09-30,2025-10-03,Delivered,TransCon Logistics,87.94,1752.1,3.0
SH013066,O112290,2025-09-19,2025-09-30,2025-10-03,Delivered,BlueDart Global,114.06,2936.7,3.0
SH013067,O112291,2024-11-15,2024-11-16,2024-11-17,Delivered,TransCon Logistics,913.94,3013.3,1.0
SH013068,O112292,2023-05-29,2023-06-05,2023-06-08,Delivered,Continental Cargo,419.5,6975.8,3.0
SH013069,O112293,2023-05-05,2023-05-13,2023-05-16,Delivered,BlueDart Global,484.22,9987.2,3.0
SH013070,O112294,2024-08-16,2024-08-23,2024-08-22,Delivered,Overland Transit Co.,808.38,1393.8,-1.0
SH013071,O112295,2023-09-18,2023-09-24,2023-09-22,Delivered,Overland Transit Co.,185.25,3110.8,-2.0
SH013072,O112297,2025-02-07,2025-02-09,2025-02-08,Delivered,Pacific Rim Shipping,983.84,2415.9,-1.0
SH013073,O112298,2025-09-14,2025-09-19,2025-09-16,Delivered,Meridian Line Carriers,1025.45,8863.8,-3.0
SH013074,O112299,2024-08-10,2024-08-17,2024-08-22,Delivered,Continental Cargo,1025.89,5665.7,5.0
SH013075,O112300,2025-07-23,2025-07-28,2025-07-24,Delivered,TransCon Logistics,85.39,394.6,-4.0
SH013076,O112301,2024-05-12,2024-05-13,2024-05-17,Delivered,Continental Cargo,338.86,1736.5,4.0
SH013077,O112302,2023-10-20,2023-10-20,2023-10-25,Delivered,Pacific Rim Shipping,325.79,202.8,5.0
SH013078,O112303,2025-03-19,2025-03-25,2025-03-30,Delivered,GlobalFreight Express,479.11,1842.3,5.0
SH013079,O112304,2024-02-02,2024-02-04,2024-02-05,Delivered,GlobalFreight Express,169.91,229.0,1.0
SH013080,O112306,2024-06-08,2024-06-10,2024-06-10,Delivered,Continental Cargo,976.14,768.6,0.0
SH013081,O112307,2023-12-10,2023-12-17,2023-12-18,Delivered,GlobalFreight Express,288.38,3093.5,1.0
SH013082,O112308,2024-10-15,2024-10-22,2024-10-27,Delivered,Pacific Rim Shipping,77.46,695.9,5.0
SH013083,O112309,2024-12-19,2024-12-22,2024-12-26,Delivered,GlobalFreight Express,868.26,2123.4,4.0
SH013084,O112310,2025-10-28,2025-11-09,2025-11-14,Delivered,TransCon Logistics,128.24,1621.6,5.0
SH013085,O112311,2025-09-14,2025-09-17,2025-09-17,Delivered,BlueDart Global,301.3,3006.5,0.0
SH013086,O112312,2023-10-23,2023-10-28,2023-10-30,Delivered,BlueDart Global,923.51,2115.7,2.0
SH013087,O112313,2025-08-07,2025-08-07,2025-08-08,Delivered,GlobalFreight Express,2029.37,777.2,1.0
SH013088,O112314,2023-09-23,2023-09-23,2023-09-24,Delivered,TransCon Logistics,1390.71,2325.7,1.0
SH013089,O112315,2024-02-02,2024-02-05,2024-02-08,Delivered,Continental Cargo,588.06,2664.8,3.0
SH013090,O112316,2024-02-29,2024-02-29,2024-03-06,Delivered,TransCon Logistics,360.23,2286.3,6.0
SH013091,O112317,2023-01-15,2023-01-15,2023-01-16,Delivered,Overland Transit Co.,414.15,367.9,1.0
SH013092,O112318,2024-03-16,2024-03-20,2024-03-17,Delivered,Overland Transit Co.,294.06,1735.1,-3.0
SH013093,O112319,2025-05-19,2025-05-25,2025-05-30,Delayed,Continental Cargo,344.9,924.5,5.0
SH013094,O112320,2024-10-02,2024-10-16,2024-10-23,Delivered,BlueDart Global,71.68,159.3,7.0
SH013095,O112321,2025-12-12,2025-12-12,2025-12-15,Delivered,TransCon Logistics,216.03,244.0,3.0
SH013096,O112322,2024-12-27,2024-12-31,2025-01-04,Delivered,GlobalFreight Express,759.4,2361.5,4.0
SH013097,O112323,2025-12-12,2025-12-16,2025-12-18,Delivered,GlobalFreight Express,158.86,403.4,2.0
SH013098,O112324,2024-06-19,2024-06-26,2024-06-27,Delivered,Meridian Line Carriers,417.46,1971.7,1.0
SH013099,O112325,2023-12-06,2023-12-11,2023-12-10,Delivered,Meridian Line Carriers,157.61,2818.4,-1.0
SH013100,O112326,2023-12-04,2023-12-12,2023-12-17,Delivered,BlueDart Global,313.12,2793.7,5.0
SH013101,O112327,2023-09-25,2023-09-28,2023-09-30,Delivered,TransCon Logistics,304.52,2443.2,2.0
SH013102,O112328,2024-03-31,2024-04-10,2024-04-10,Delivered,Continental Cargo,123.64,878.9,0.0
SH013103,O112328,2024-04-02,2024-04-13,2024-04-14,Delivered,Overland Transit Co.,146.51,1461.2,1.0
SH013104,O112329,2023-01-07,2023-01-08,2023-01-08,Delivered,Overland Transit Co.,1474.46,1689.6,0.0
SH013105,O112330,2025-07-05,2025-07-08,2025-07-10,Delivered,Overland Transit Co.,755.84,1941.4,2.0
SH013106,O112330,2025-07-07,2025-07-11,2025-07-13,Delivered,Meridian Line Carriers,904.1,2908.5,2.0
SH013107,O112331,2025-12-02,2025-12-08,2025-12-05,Delivered,GlobalFreight Express,201.1,1295.0,-3.0
SH013108,O112331,2025-12-04,2025-12-11,2025-12-16,Delayed,SwiftHaul Freight,215.52,2231.1,5.0
SH013109,O112331,2025-12-04,2025-12-11,2025-12-11,Delivered,TransCon Logistics,251.78,2010.1,0.0
SH013110,O112332,2025-10-13,2025-10-19,2025-10-21,Delivered,TransCon Logistics,321.94,2124.8,2.0
SH013111,O112333,2024-05-30,2024-06-09,2024-06-11,Delivered,BlueDart Global,704.5,11519.8,2.0
SH013112,O112334,2025-08-03,2025-08-07,2025-08-07,Delivered,TransCon Logistics,156.73,2625.5,0.0
SH013113,O112335,2023-05-30,2023-06-05,2023-06-03,Delivered,Overland Transit Co.,339.0,239.8,-2.0
SH013114,O112336,2024-05-10,2024-05-16,2024-05-17,Delivered,Overland Transit Co.,379.77,818.4,1.0
SH013115,O112337,2025-03-19,2025-03-28,2025-03-27,Delivered,SwiftHaul Freight,670.94,8120.0,-1.0
SH013116,O112338,2025-10-29,2025-11-06,2025-11-05,Delivered,Pacific Rim Shipping,82.32,852.5,-1.0
SH013117,O112338,2025-10-25,2025-10-31,2025-11-01,Delivered,TransCon Logistics,56.81,372.3,1.0
SH013118,O112338,2025-10-27,2025-11-02,2025-11-06,Delayed,BlueDart Global,62.03,476.9,4.0
SH013119,O112340,2025-09-04,2025-09-09,2025-09-15,Delivered,GlobalFreight Express,830.58,2651.4,6.0
SH013120,O112341,2023-05-14,2023-05-21,2023-05-30,Delayed,SwiftHaul Freight,350.18,8158.9,9.0
SH013121,O112342,2025-12-30,2026-01-07,,In Transit,Continental Cargo,1210.42,9520.0,
SH013122,O112343,2023-08-22,2023-09-02,2023-09-01,Delivered,GlobalFreight Express,1391.68,14654.0,-1.0
SH013123,O112344,2023-09-08,2023-09-18,2023-09-22,Delayed,TransCon Logistics,240.06,633.5,4.0
SH013124,O112345,2025-03-02,2025-03-07,2025-03-12,Delayed,SwiftHaul Freight,231.07,2000.4,5.0
SH013125,O112346,2024-11-23,2024-11-25,2024-11-25,Delivered,Meridian Line Carriers,133.8,834.5,0.0
SH013126,O112347,2025-03-29,2025-04-03,2025-04-08,Delayed,Continental Cargo,46.63,63.5,5.0
SH013127,O112348,2023-04-20,2023-04-28,2023-04-28,Delivered,Pacific Rim Shipping,961.58,9137.9,0.0
SH013128,O112350,2023-08-18,2023-08-20,2023-08-24,Delayed,GlobalFreight Express,233.79,1980.3,4.0
SH013129,O112351,2024-05-18,2024-05-26,2024-05-31,Delivered,Continental Cargo,234.75,5169.3,5.0
SH013130,O112352,2024-05-23,2024-05-27,2024-05-25,Delivered,BlueDart Global,177.68,709.2,-2.0
SH013131,O112354,2023-05-03,2023-05-07,2023-05-09,Delivered,Pacific Rim Shipping,159.72,611.2,2.0
SH013132,O112355,2025-07-08,2025-07-13,2025-07-14,Delivered,GlobalFreight Express,99.91,1459.1,1.0
SH013133,O112356,2025-03-24,2025-03-31,2025-04-02,Delivered,SwiftHaul Freight,397.23,3036.5,2.0
SH013134,O112357,2024-05-26,2024-06-06,2024-06-06,Delivered,BlueDart Global,717.87,11499.6,0.0
SH013135,O112358,2024-05-11,2024-05-15,2024-05-18,Delivered,Pacific Rim Shipping,487.89,2583.7,3.0
SH013136,O112359,2025-11-14,2025-11-22,2025-11-25,Delivered,GlobalFreight Express,453.85,2789.5,3.0
SH013137,O112360,2023-04-06,2023-04-10,2023-04-12,Delivered,Continental Cargo,1097.9,2323.1,2.0
SH013138,O112361,2025-08-07,2025-08-10,2025-08-12,Delivered,BlueDart Global,783.63,2994.7,2.0
SH013139,O112362,2025-11-14,2025-11-18,2025-11-19,Delivered,Continental Cargo,104.17,1592.9,1.0
SH013140,O112362,2025-11-14,2025-11-20,2025-11-19,Delivered,Meridian Line Carriers,58.31,1088.8,-1.0
SH013141,O112363,2024-06-26,2024-07-02,2024-07-01,Delivered,Overland Transit Co.,146.44,1717.5,-1.0
SH013142,O112364,2024-10-12,2024-10-19,2024-10-29,Delivered,SwiftHaul Freight,153.38,736.1,10.0
SH013143,O112365,2024-06-06,2024-06-15,2024-06-11,Delivered,Pacific Rim Shipping,164.53,4775.6,-4.0
SH013144,O112366,2024-05-12,2024-05-17,2024-05-21,Delivered,BlueDart Global,70.69,1113.5,4.0
SH013145,O112367,2025-05-07,2025-05-14,2025-05-14,Delivered,BlueDart Global,143.69,331.0,0.0
SH013146,O112368,2023-02-18,2023-02-20,2023-02-25,Delivered,SwiftHaul Freight,758.3,418.8,5.0
SH013147,O112370,2023-06-01,2023-06-04,2023-06-08,Delivered,BlueDart Global,1090.76,2616.4,4.0
SH013148,O112371,2025-02-19,2025-03-05,2025-03-05,Delivered,Continental Cargo,50.27,219.7,0.0
SH013149,O112371,2025-02-21,2025-03-07,2025-03-07,Delivered,Overland Transit Co.,42.22,230.8,0.0
SH013150,O112372,2025-08-23,2025-08-27,2025-08-28,Delivered,Meridian Line Carriers,102.08,1750.9,1.0
SH013151,O112373,2025-06-08,2025-06-11,2025-06-15,Delivered,Continental Cargo,619.77,2691.6,4.0
SH013152,O112374,2023-05-26,2023-05-27,2023-06-01,Delayed,BlueDart Global,117.82,385.2,5.0
SH013153,O112374,2023-05-28,2023-05-28,2023-05-30,Delivered,SwiftHaul Freight,132.01,449.2,2.0
SH013154,O112376,2025-11-10,2025-11-14,2025-11-13,Delivered,Meridian Line Carriers,75.28,460.1,-1.0
SH013155,O112377,2023-10-15,2023-10-20,2023-10-19,Delivered,Overland Transit Co.,344.88,2594.8,-1.0
SH013156,O112378,2025-06-22,2025-06-29,2025-06-30,Delivered,TransCon Logistics,218.26,2749.0,1.0
SH013157,O112379,2023-11-11,2023-11-15,2023-11-17,Delivered,Pacific Rim Shipping,100.42,465.9,2.0
SH013158,O112380,2023-07-01,2023-07-07,2023-07-07,Delivered,Pacific Rim Shipping,251.88,2705.1,0.0
SH013159,O112381,2025-12-22,2025-12-25,2025-12-30,Delayed,GlobalFreight Express,284.19,1072.3,5.0
SH013160,O112381,2025-12-22,2025-12-26,,In Transit,BlueDart Global,257.74,1648.4,
SH013161,O112382,2023-02-24,2023-02-26,2023-02-28,Delivered,TransCon Logistics,383.89,1175.1,2.0
SH013162,O112383,2024-03-15,2024-03-17,2024-03-21,Delivered,BlueDart Global,391.08,960.1,4.0
SH013163,O112384,2024-04-03,2024-04-07,2024-04-10,Delivered,Continental Cargo,2224.19,12777.7,3.0
SH013164,O112385,2024-12-27,2024-12-31,2025-01-03,Delivered,TransCon Logistics,194.13,334.4,3.0
SH013165,O112386,2023-10-18,2023-10-23,2023-10-27,Delivered,Continental Cargo,482.56,2957.7,4.0
SH013166,O112387,2024-08-08,2024-08-14,2024-08-15,Delivered,Continental Cargo,159.62,2571.4,1.0
SH013167,O112388,2024-03-02,2024-03-08,2024-03-06,Delivered,Meridian Line Carriers,78.21,1762.9,-2.0
SH013168,O112389,2024-11-11,2024-11-15,2024-11-19,Delayed,BlueDart Global,69.97,769.6,4.0
SH013169,O112390,2025-08-10,2025-08-24,2025-08-22,Delivered,Meridian Line Carriers,40.8,1193.8,-2.0
SH013170,O112391,2024-05-02,2024-05-08,2024-05-07,Delivered,BlueDart Global,365.36,1880.1,-1.0
SH013171,O112392,2023-09-23,2023-09-29,2023-09-28,Delivered,SwiftHaul Freight,115.51,884.6,-1.0
SH013172,O112393,2025-09-25,2025-09-27,2025-09-26,Delivered,Overland Transit Co.,554.17,1062.2,-1.0
SH013173,O112394,2024-03-28,2024-04-04,2024-04-07,Delivered,SwiftHaul Freight,67.12,273.7,3.0
SH013174,O112395,2023-03-30,2023-04-03,2023-04-03,Delivered,SwiftHaul Freight,237.9,1284.9,0.0
SH013175,O112396,2024-09-27,2024-10-04,2024-10-06,Delivered,Pacific Rim Shipping,230.07,924.6,2.0
SH013176,O112397,2025-03-07,2025-03-12,2025-03-16,Delayed,Pacific Rim Shipping,260.57,2238.2,4.0
SH013177,O112398,2024-08-01,2024-08-05,2024-08-04,Delivered,Meridian Line Carriers,386.08,1163.5,-1.0
SH013178,O112399,2023-02-04,2023-02-06,2023-02-06,Delivered,Meridian Line Carriers,263.71,2254.7,0.0
SH013179,O112400,2024-09-13,2024-09-22,2024-09-25,Delivered,Pacific Rim Shipping,1198.27,5438.2,3.0
SH013180,O112402,2025-09-12,2025-09-19,2025-09-18,Delivered,BlueDart Global,39.55,57.6,-1.0
SH013181,O112403,2023-03-06,2023-03-09,2023-03-11,Delivered,GlobalFreight Express,116.03,619.6,2.0
SH013182,O112404,2023-11-14,2023-11-18,2023-11-22,Delayed,GlobalFreight Express,250.03,554.6,4.0
SH013183,O112405,2024-11-14,2024-11-21,2024-11-22,Delivered,BlueDart Global,272.25,801.9,1.0
SH013184,O112406,2024-03-19,2024-03-19,2024-03-20,Delivered,BlueDart Global,767.16,235.7,1.0
SH013185,O112407,2024-06-27,2024-07-06,2024-07-07,Delivered,Pacific Rim Shipping,979.26,9402.4,1.0
SH013186,O112408,2023-10-10,2023-10-15,2023-10-18,Delivered,Continental Cargo,75.83,264.0,3.0
SH013187,O112409,2023-11-06,2023-11-19,2023-11-21,Delivered,GlobalFreight Express,57.83,1548.0,2.0
SH013188,O112410,2023-07-02,2023-07-11,2023-07-11,Delivered,Continental Cargo,38.04,813.4,0.0
SH013189,O112411,2024-02-19,2024-02-26,2024-02-27,Delivered,Pacific Rim Shipping,116.38,477.3,1.0
SH013190,O112412,2025-04-16,2025-04-24,2025-04-27,Delivered,BlueDart Global,185.19,1454.4,3.0
SH013191,O112413,2025-12-17,2025-12-22,2025-12-22,Delivered,Pacific Rim Shipping,303.23,3168.6,0.0
SH013192,O112414,2024-02-25,2024-02-25,2024-02-28,Delivered,Continental Cargo,72.57,204.3,3.0
SH013193,O112415,2023-12-25,2023-12-28,2023-12-26,Delivered,Pacific Rim Shipping,1060.17,2795.2,-2.0
SH013194,O112416,2025-01-28,2025-01-30,2025-02-01,Delivered,BlueDart Global,194.12,2509.3,2.0
SH013195,O112417,2025-08-27,2025-09-01,2025-09-07,Delivered,SwiftHaul Freight,257.57,834.3,6.0
SH013196,O112419,2024-07-02,2024-07-09,2024-07-13,Delayed,Continental Cargo,74.57,932.1,4.0
SH013197,O112420,2023-03-31,2023-04-07,2023-04-06,Delivered,Meridian Line Carriers,531.36,2825.4,-1.0
SH013198,O112421,2023-11-03,2023-11-08,2023-11-08,Delivered,Overland Transit Co.,114.97,2225.2,0.0
SH013199,O112421,2023-11-03,2023-11-08,2023-11-11,Delivered,Pacific Rim Shipping,94.93,1492.4,3.0
SH013200,O112422,2025-09-11,2025-09-14,2025-09-13,Delivered,Overland Transit Co.,158.09,1090.3,-1.0
SH013201,O112423,2024-03-17,2024-03-22,2024-03-23,Delivered,GlobalFreight Express,520.22,1123.9,1.0
SH013202,O112424,2023-09-15,2023-09-15,2023-09-22,Delivered,SwiftHaul Freight,931.59,1894.3,7.0
SH013203,O112425,2023-01-24,2023-01-27,2023-01-26,Delivered,Continental Cargo,683.56,3039.9,-1.0
SH013204,O112425,2023-01-24,2023-01-26,2023-01-25,Delivered,Meridian Line Carriers,454.5,1169.9,-1.0
SH013205,O112426,2025-03-06,2025-03-13,2025-03-13,Delivered,TransCon Logistics,29.91,361.7,0.0
SH013206,O112427,2023-10-13,2023-10-16,2023-10-15,Delivered,Continental Cargo,339.51,3054.3,-1.0
SH013207,O112428,2025-04-01,2025-04-12,2025-04-15,Delivered,Overland Transit Co.,56.26,2001.7,3.0
SH013208,O112429,2023-09-14,2023-09-18,2023-09-23,Delivered,SwiftHaul Freight,298.94,119.1,5.0
SH013209,O112430,2024-07-06,2024-07-06,2024-07-07,Delivered,Meridian Line Carriers,184.58,1368.0,1.0
SH013210,O112431,2025-02-28,2025-03-04,2025-03-04,Delivered,GlobalFreight Express,65.99,533.4,0.0
SH013211,O112431,2025-02-28,2025-03-04,2025-03-06,Delivered,BlueDart Global,62.73,724.9,2.0
SH013212,O112432,2025-04-22,2025-04-28,2025-04-29,Delivered,SwiftHaul Freight,300.43,2192.7,1.0
SH013213,O112433,2023-12-06,2023-12-11,2023-12-16,Delivered,Continental Cargo,467.74,1463.7,5.0
SH013214,O112434,2025-09-24,2025-09-29,2025-09-30,Delivered,Pacific Rim Shipping,1534.42,2661.0,1.0
SH013215,O112435,2023-01-14,2023-01-16,2023-01-19,Delivered,Continental Cargo,1468.0,468.5,3.0
SH013216,O112436,2025-06-03,2025-06-05,2025-06-11,Delivered,Continental Cargo,918.0,3053.9,6.0
SH013217,O112437,2024-05-10,2024-05-15,2024-05-14,Delivered,GlobalFreight Express,189.9,2305.5,-1.0
SH013218,O112437,2024-05-12,2024-05-17,2024-05-23,Delayed,SwiftHaul Freight,123.19,1327.6,6.0
SH013219,O112437,2024-05-12,2024-05-17,2024-05-17,Delivered,Continental Cargo,106.04,726.0,0.0
SH013220,O112438,2024-03-15,2024-03-18,2024-03-21,Delivered,SwiftHaul Freight,160.09,715.1,3.0
SH013221,O112439,2023-08-30,2023-09-12,2023-09-11,Delivered,Meridian Line Carriers,112.93,2351.9,-1.0
SH013222,O112440,2024-10-20,2024-10-22,2024-10-30,Delivered,GlobalFreight Express,165.92,398.2,8.0
SH013223,O112441,2023-03-11,2023-03-17,2023-03-20,Delivered,Continental Cargo,174.11,245.7,3.0
SH013224,O112442,2025-10-04,2025-10-04,2025-10-05,Delivered,Pacific Rim Shipping,955.84,847.0,1.0
SH013225,O112443,2025-06-10,2025-06-16,2025-06-19,Delivered,Continental Cargo,734.88,2058.0,3.0
SH013226,O112444,2024-09-10,2024-09-17,2024-09-22,Delivered,TransCon Logistics,561.41,1862.9,5.0
SH013227,O112445,2025-11-25,2025-11-30,2025-11-30,Delivered,Overland Transit Co.,333.65,2430.2,0.0
SH013228,O112446,2024-12-04,2024-12-06,2024-12-09,Delivered,SwiftHaul Freight,213.56,2295.2,3.0
SH013229,O112446,2024-12-02,2024-12-05,2024-12-05,Delivered,Meridian Line Carriers,215.85,2838.4,0.0
SH013230,O112446,2024-11-30,2024-12-02,2024-12-02,Delivered,Overland Transit Co.,156.0,1440.8,0.0
SH013231,O112447,2024-01-21,2024-01-26,2024-01-29,Delivered,GlobalFreight Express,719.51,2217.4,3.0
SH013232,O112448,2024-07-13,2024-07-21,2024-07-24,Delivered,Continental Cargo,134.53,1845.8,3.0
SH013233,O112449,2024-07-25,2024-07-29,2024-08-05,Delayed,SwiftHaul Freight,1917.76,13960.4,7.0
SH013234,O112450,2025-09-28,2025-10-02,2025-10-05,Delivered,BlueDart Global,145.47,1236.0,3.0
SH013235,O112451,2025-03-02,2025-03-09,2025-03-10,Delivered,Overland Transit Co.,487.8,2919.4,1.0
SH013236,O112452,2024-05-04,2024-05-17,2024-05-20,Delivered,BlueDart Global,108.31,2332.7,3.0
SH013237,O112453,2024-10-31,2024-11-08,2024-11-09,Delivered,BlueDart Global,449.42,3174.7,1.0
SH013238,O112454,2023-04-07,2023-04-16,2023-04-15,Delivered,TransCon Logistics,752.78,14009.3,-1.0
SH013239,O112455,2024-11-14,2024-11-19,,Lost,Overland Transit Co.,1314.82,837.1,
SH013240,O112456,2025-04-18,2025-04-21,2025-04-22,Delivered,Overland Transit Co.,393.55,1314.9,1.0
SH013241,O112457,2024-10-30,2024-11-08,2024-11-08,Delivered,SwiftHaul Freight,352.26,3124.3,0.0
SH013242,O112458,2024-11-23,2024-11-27,2024-11-30,Delivered,SwiftHaul Freight,75.4,1427.8,3.0
SH013243,O112459,2024-07-20,2024-07-25,2024-07-23,Delivered,Overland Transit Co.,31.44,162.1,-2.0
SH013244,O112460,2024-04-12,2024-04-15,2024-04-14,Delivered,TransCon Logistics,93.57,423.3,-1.0
SH013245,O112460,2024-04-14,2024-04-17,2024-04-20,Delivered,Continental Cargo,88.78,291.1,3.0
SH013246,O112460,2024-04-14,2024-04-16,2024-04-16,Delivered,GlobalFreight Express,102.77,490.0,0.0
SH013247,O112461,2025-04-19,2025-04-24,2025-04-28,Delivered,SwiftHaul Freight,273.46,2657.2,4.0
SH013248,O112461,2025-04-17,2025-04-23,2025-04-24,Delivered,BlueDart Global,312.9,3176.6,1.0
SH013249,O112462,2024-05-14,2024-05-16,2024-05-15,Delivered,Overland Transit Co.,244.77,772.8,-1.0
SH013250,O112463,2023-05-05,2023-05-08,2023-05-07,Delivered,BlueDart Global,1017.33,833.6,-1.0
SH013251,O112464,2025-06-24,2025-07-08,2025-07-03,Delivered,Continental Cargo,91.08,709.9,-5.0
SH013252,O112465,2025-05-21,2025-05-24,2025-05-25,Delivered,Meridian Line Carriers,98.28,963.4,1.0
SH013253,O112466,2025-06-03,2025-06-09,2025-06-09,Delivered,TransCon Logistics,727.43,1185.7,0.0
SH013254,O112467,2025-08-03,2025-08-10,2025-08-13,Delivered,GlobalFreight Express,393.02,1288.5,3.0
SH013255,O112468,2024-02-05,2024-02-12,2024-02-12,Delivered,GlobalFreight Express,1189.02,717.7,0.0
SH013256,O112469,2024-08-03,2024-08-04,2024-08-08,Delayed,Continental Cargo,307.83,1860.6,4.0
SH013257,O112470,2023-04-10,2023-04-15,2023-04-16,Delivered,SwiftHaul Freight,221.67,2852.1,1.0
SH013258,O112471,2024-11-24,2024-12-06,2024-12-08,Delivered,Overland Transit Co.,73.58,621.8,2.0
SH013259,O112472,2025-08-22,2025-09-03,2025-09-05,Delivered,TransCon Logistics,246.89,817.8,2.0
SH013260,O112473,2025-04-25,2025-04-29,2025-04-29,Delivered,Overland Transit Co.,367.66,2962.0,0.0
SH013261,O112474,2024-05-06,2024-05-09,2024-05-10,Delivered,SwiftHaul Freight,322.8,2746.2,1.0
SH013262,O112475,2023-08-08,2023-08-13,2023-08-19,Delivered,TransCon Logistics,114.44,96.3,6.0
SH013263,O112476,2023-03-18,2023-03-23,2023-03-26,Delivered,Pacific Rim Shipping,347.77,2068.1,3.0
SH013264,O112477,2023-05-04,2023-05-09,2023-05-12,Delivered,Meridian Line Carriers,722.14,2531.4,3.0
SH013265,O112478,2023-04-08,2023-04-11,2023-04-22,Delivered,GlobalFreight Express,143.5,372.0,11.0
SH013266,O112479,2024-04-23,2024-04-27,2024-04-26,Delivered,Pacific Rim Shipping,1515.71,2022.2,-1.0
SH013267,O112480,2023-10-26,2023-11-02,2023-11-05,Delivered,GlobalFreight Express,733.66,8183.0,3.0
SH013268,O112481,2025-10-11,2025-10-15,2025-10-12,Delivered,Meridian Line Carriers,62.51,814.0,-3.0
SH013269,O112482,2025-08-08,2025-08-10,2025-08-16,Delivered,GlobalFreight Express,1008.92,977.0,6.0
SH013270,O112483,2025-12-03,2025-12-11,2025-12-12,Delivered,BlueDart Global,804.48,13760.7,1.0
SH013271,O112484,2024-10-21,2024-10-24,2024-10-26,Delivered,SwiftHaul Freight,462.46,411.7,2.0
SH013272,O112485,2024-12-02,2024-12-03,2024-12-03,Delivered,Meridian Line Carriers,864.15,2464.5,0.0
SH013273,O112487,2025-05-26,2025-06-01,2025-06-02,Delivered,TransCon Logistics,559.11,1387.3,1.0
SH013274,O112488,2023-01-17,2023-01-21,2023-01-22,Delivered,BlueDart Global,99.02,1804.2,1.0
SH013275,O112488,2023-01-17,2023-01-21,2023-01-22,Delivered,Meridian Line Carriers,85.26,1474.4,1.0
SH013276,O112489,2023-07-19,2023-07-23,2023-07-22,Delivered,Overland Transit Co.,302.58,2443.7,-1.0
SH013277,O112489,2023-07-17,2023-07-21,2023-07-20,Delivered,Meridian Line Carriers,272.3,2508.6,-1.0
SH013278,O112490,2025-05-25,2025-06-01,2025-06-03,Delivered,SwiftHaul Freight,618.15,2418.1,2.0
SH013279,O112492,2024-07-27,2024-08-09,2024-08-07,Delivered,TransCon Logistics,543.95,775.3,-2.0
SH013280,O112493,2025-09-18,2025-09-19,2025-09-25,Delivered,SwiftHaul Freight,452.5,2183.4,6.0
SH013281,O112494,2024-08-11,2024-08-19,2024-08-17,Delivered,Continental Cargo,386.63,1766.9,-2.0
SH013282,O112494,2024-08-09,2024-08-15,2024-08-13,Delivered,Meridian Line Carriers,403.43,2180.5,-2.0
SH013283,O112495,2025-04-27,2025-04-28,2025-05-01,Delivered,Pacific Rim Shipping,632.29,3179.4,3.0
