OrderID,CustomerID,OrderDate,RequiredDeliveryDate,OrderStatus,SalesChannel,WarehouseID,ShippingMethod,Priority
O111386,C01343,2024-01-11,2024-01-11,Completed,Online,W009,Same Day,High
O111387,C00641,2023-05-05,2023-05-15,Completed,Distributor,W006,Standard,High
O111388,C00862,2025-01-21,2025-01-26,Completed,Distributor,W005,Express,Low
O111389,C00209,2025-08-05,2025-08-07,Completed,Distributor,W005,Express,Normal
O111390,C00714,2025-05-19,2025-05-28,Completed,Direct,W015,Standard,Normal
O111391,C01032,2023-01-05,2023-01-12,Partially Fulfilled,Online,W006,Standard,Low
O111392,C01174,2024-12-05,2024-12-10,Partially Fulfilled,Distributor,W006,Standard,Normal
O111393,C00379,2024-08-21,2024-08-25,Partially Fulfilled,Direct,W009,Express,Critical
O111394,C00696,2023-12-04,2023-12-09,Completed,Distributor,W009,Express,Normal
O111395,C00151,2024-11-24,2024-11-29,Completed,Online,W012,Express,Normal
O111396,C00891,2023-12-14,2023-12-28,Completed,Retail,W002,Freight,Normal
O111397,C01397,2025-09-18,2025-09-25,Completed,Distributor,W008,Standard,Normal
O111398,C00184,2024-02-02,2024-02-05,Completed,Distributor,W002,Express,Normal
O111399,C00209,2024-06-10,2024-06-11,Cancelled,Online,W009,Same Day,Low
O111400,C00584,2023-12-19,2023-12-23,Completed,Direct,W008,Express,Low
O111401,C00079,2024-06-27,2024-07-04,Completed,Distributor,W008,Standard,High
O111402,C00203,2025-03-13,2025-03-18,Completed,Distributor,W009,Standard,Low
O111403,C00777,2025-06-15,2025-06-20,Completed,Online,W012,Standard,Low
O111404,C01090,2023-11-30,2023-12-03,Completed,Retail,W009,Express,Low
O111405,C00427,2023-07-06,2023-07-14,Completed,Direct,W001,Standard,Critical
O111406,C00180,2024-10-16,2024-10-25,Completed,Direct,W006,Standard,High
O111407,C00602,2023-11-30,2023-12-10,Completed,Direct,W006,Standard,Normal
O111408,C01003,2025-06-21,2025-06-29,Completed,Direct,W001,Standard,Low
O111409,C00090,2025-08-19,2025-08-28,Completed,Online,W008,Standard,Normal
O111410,C00053,2025-07-23,2025-07-28,Completed,Direct,W012,Standard,Normal
O111411,C01149,2024-01-29,2024-02-01,Completed,Direct,W009,Express,Low
O111412,C00694,2024-05-16,2024-05-24,Completed,Distributor,W013,Standard,Low
O111413,C00758,2024-01-05,2024-01-10,Completed,Online,W008,Standard,High
O111414,C00802,2024-10-24,2024-10-29,Completed,Distributor,W005,Express,High
O111415,C00305,2023-06-17,2023-06-27,Completed,Direct,W010,Standard,Critical
O111416,C00017,2024-10-27,2024-11-02,Completed,Distributor,W008,Standard,Low
O111417,C00079,2025-11-22,2025-12-06,Completed,Online,W009,Freight,Normal
O111418,C00603,2023-04-04,2023-04-10,Completed,Direct,W004,Standard,Normal
O111419,C01100,2023-07-11,2023-07-16,Partially Fulfilled,Direct,W001,Standard,Normal
O111420,C00420,2024-11-04,2024-11-11,Completed,Direct,W014,Standard,Normal
O111421,C01383,2025-02-20,2025-03-02,Completed,Online,W008,Standard,Low
O111422,C00120,2025-07-27,2025-07-29,Completed,Online,W012,Express,Low
O111423,C00321,2024-08-06,2024-08-09,Completed,Distributor,W010,Express,Low
O111424,C01479,2025-08-18,2025-08-25,Completed,Direct,W008,Standard,Low
O111425,C00115,2024-12-30,2025-01-09,Completed,Online,W002,Standard,Critical
O111426,C01040,2025-09-22,2025-09-27,Completed,Online,W013,Express,High
O111427,C00120,2023-12-07,2023-12-12,Completed,Retail,W006,Express,Normal
O111428,C01032,2025-12-30,2026-01-04,Pending,Online,W006,Express,Low
O111429,C00982,2024-09-04,2024-09-08,Completed,Direct,W009,Express,Normal
O111430,C00090,2023-03-16,2023-03-17,Completed,Online,W008,Same Day,Normal
O111431,C00252,2025-10-10,2025-10-17,Completed,Online,W015,Standard,Low
O111432,C00434,2025-11-28,2025-12-03,Completed,Online,W004,Standard,Normal
O111433,C00657,2023-01-11,2023-01-21,Completed,Direct,W014,Standard,Low
O111434,C00434,2025-09-18,2025-09-22,Partially Fulfilled,Online,W012,Express,Low
O111435,C00159,2023-03-08,2023-03-17,Completed,Distributor,W007,Standard,Critical
O111436,C00007,2024-06-03,2024-06-06,Partially Fulfilled,Online,W006,Express,Normal
O111437,C00524,2025-12-31,2026-01-10,Pending,Direct,W006,Standard,Normal
O111438,C00674,2025-02-13,2025-02-17,Completed,Distributor,W012,Express,Normal
O111439,C00892,2024-03-20,2024-03-28,Completed,Direct,W003,Standard,Critical
O111440,C00827,2024-12-30,2025-01-07,Completed,Direct,W008,Standard,High
O111441,C01067,2025-04-29,2025-05-13,Pending,Retail,W011,Freight,Low
O111442,C01294,2023-07-20,2023-08-07,Completed,Direct,W002,Freight,High
O111443,C01397,2025-11-06,2025-11-12,Cancelled,Direct,W009,Standard,Normal
O111444,C00714,2023-04-25,2023-05-02,Completed,Distributor,W014,Standard,Low
O111445,C01475,2023-04-17,2023-04-29,Completed,Direct,W009,Freight,High
O111446,C00434,2024-10-30,2024-10-31,Completed,Direct,W006,Same Day,Normal
O111447,C00019,2023-06-26,2023-07-03,Completed,Online,W003,Standard,Normal
O111448,C00245,2024-10-24,2024-10-27,Completed,Online,W004,Express,Critical
O111449,C00639,2024-09-02,2024-09-11,Completed,Direct,W004,Standard,Normal
O111450,C00177,2025-08-18,2025-09-02,Partially Fulfilled,Online,W009,Freight,High
O111451,C00420,2025-12-10,2025-12-19,Completed,Direct,W012,Standard,High
O111452,C00672,2024-10-05,2024-10-10,Completed,Online,W009,Standard,Normal
O111453,C00595,2024-10-02,2024-10-11,Completed,Online,W002,Standard,High
O111454,C01317,2024-12-10,2024-12-19,Completed,Direct,W008,Standard,Normal
O111455,C00087,2024-04-24,2024-04-29,Completed,Direct,W004,Standard,Low
O111456,C00456,2023-07-14,2023-07-28,Completed,Online,W006,Freight,High
O111457,C00869,2025-03-30,2025-04-02,Completed,Direct,W005,Express,Low
O111458,C00817,2025-03-26,2025-04-03,Completed,Online,W015,Freight,Low
O111459,C00600,2023-03-03,2023-03-13,Completed,Distributor,W006,Freight,Normal
O111460,C00520,2024-08-27,2024-09-04,Completed,Retail,W012,Standard,Normal
O111461,C00973,2025-10-13,2025-10-18,Partially Fulfilled,Online,W002,Express,Low
O111462,C00619,2025-04-21,2025-05-01,Partially Fulfilled,Direct,W005,Standard,Normal
O111463,C00520,2024-01-11,2024-01-13,Completed,Direct,W006,Express,High
O111464,C00670,2025-01-08,2025-01-09,Completed,Online,W009,Same Day,Normal
O111465,C01397,2025-06-20,2025-06-29,Completed,Direct,W008,Standard,High
O111466,C01088,2025-09-24,2025-10-04,Completed,Online,W004,Standard,Critical
O111467,C00434,2024-09-20,2024-09-27,Completed,Distributor,W012,Standard,Normal
O111468,C00434,2023-12-09,2023-12-18,Completed,Direct,W006,Standard,Normal
O111469,C00007,2023-11-13,2023-11-23,Completed,Online,W004,Standard,Normal
O111470,C01149,2025-10-19,2025-10-25,Completed,Direct,W009,Standard,Normal
O111471,C00671,2023-06-18,2023-06-25,Completed,Distributor,W002,Standard,Normal
O111472,C00434,2023-10-12,2023-10-12,Cancelled,Direct,W009,Same Day,Low
O111473,C01479,2023-04-01,2023-04-08,Completed,Direct,W011,Standard,High
O111474,C00815,2025-12-11,2025-12-21,Cancelled,Online,W005,Freight,Normal
O111475,C00271,2024-11-12,2024-11-22,Completed,Online,W002,Standard,Low
O111476,C01410,2024-03-13,2024-03-15,Completed,Distributor,W007,Express,High
O111477,C01382,2025-06-11,2025-06-18,Partially Fulfilled,Direct,W005,Standard,Normal
O111478,C00942,2023-04-13,2023-04-30,Completed,Retail,W010,Freight,Low
O111479,C01266,2024-10-25,2024-10-30,Completed,Distributor,W006,Standard,Low
O111480,C00899,2024-09-24,2024-10-02,Completed,Direct,W002,Standard,Critical
O111481,C00088,2024-05-27,2024-05-31,Completed,Distributor,W009,Express,Critical
O111482,C00744,2023-10-03,2023-10-12,Completed,Direct,W001,Standard,Normal
O111483,C00341,2023-04-02,2023-04-07,Completed,Online,W005,Express,Low
O111484,C01471,2023-01-03,2023-01-06,Completed,Online,W003,Express,Normal
O111485,C00675,2024-12-14,2024-12-21,Completed,Online,W008,Standard,High
O111486,C00714,2025-05-22,2025-06-07,Completed,Direct,W014,Freight,High
O111487,C00568,2025-11-25,2025-11-30,Completed,Online,W001,Standard,Normal
O111488,C00079,2025-12-26,2026-01-03,Partially Fulfilled,Direct,W009,Standard,Low
O111489,C00473,2025-12-24,2025-12-27,Completed,Distributor,W002,Express,High
O111490,C00104,2023-05-16,2023-05-21,Completed,Online,W003,Express,Normal
O111491,C00410,2024-06-10,2024-06-10,Completed,Direct,W003,Same Day,High
O111492,C00434,2023-12-25,2024-01-01,Completed,Direct,W006,Standard,Normal
O111493,C00921,2025-05-01,2025-05-01,Completed,Distributor,W002,Same Day,Normal
O111494,C00311,2024-06-27,2024-06-27,Completed,Online,W009,Same Day,Low
O111495,C00455,2023-10-28,2023-11-03,Completed,Online,W011,Standard,Low
O111496,C00827,2025-09-11,2025-09-19,Completed,Distributor,W011,Standard,Normal
O111497,C00079,2025-06-21,2025-07-07,Completed,Direct,W009,Freight,High
O111498,C00434,2025-02-28,2025-03-09,Completed,Distributor,W004,Standard,High
O111499,C00079,2023-01-13,2023-01-15,Completed,Direct,W009,Express,Normal
O111500,C00172,2024-06-14,2024-06-19,Completed,Distributor,W008,Express,Normal
O111501,C00800,2024-06-22,2024-07-10,Completed,Retail,W006,Freight,Critical
O111502,C00219,2025-06-23,2025-06-23,Completed,Online,W008,Same Day,Low
O111503,C00898,2023-11-10,2023-11-16,Completed,Direct,W005,Standard,Normal
O111504,C00079,2023-07-18,2023-07-20,Completed,Online,W009,Express,Normal
O111505,C00959,2025-04-17,2025-04-24,Completed,Retail,W009,Standard,Normal
O111506,C00474,2025-03-29,2025-04-05,Completed,Direct,W005,Standard,Normal
O111507,C01390,2025-01-17,2025-01-24,Partially Fulfilled,Distributor,W002,Standard,Low
O111508,C00862,2025-12-13,2025-12-20,Cancelled,Direct,W004,Standard,Normal
O111509,C00434,2025-07-25,2025-08-04,Completed,Direct,W012,Standard,High
O111510,C00434,2024-09-07,2024-09-15,Partially Fulfilled,Distributor,W004,Standard,Low
O111511,C00205,2023-03-09,2023-03-12,Completed,Online,W002,Express,High
O111512,C00969,2025-02-27,2025-03-06,Completed,Distributor,W009,Standard,Low
O111513,C00469,2023-11-02,2023-11-11,Completed,Direct,W001,Standard,Critical
O111514,C01310,2025-12-09,2025-12-18,Completed,Online,W003,Standard,Low
O111515,C00090,2023-12-31,2024-01-06,Completed,Online,W008,Standard,Low
O111516,C00718,2024-03-14,2024-03-18,Completed,Direct,W009,Express,Normal
O111517,C00285,2024-12-16,2025-01-02,Completed,Direct,W009,Freight,Normal
O111518,C01439,2025-08-12,2025-08-17,Completed,Distributor,W003,Standard,High
O111519,C00420,2023-03-13,2023-03-22,Completed,Direct,W015,Standard,Low
O111520,C01009,2023-07-15,2023-07-22,Completed,Distributor,W004,Standard,Normal
O111521,C01233,2025-04-02,2025-04-08,Completed,Distributor,W008,Standard,Normal
O111522,C00786,2025-11-27,2025-12-06,Completed,Retail,W008,Standard,High
O111523,C01346,2023-01-19,2023-01-25,Cancelled,Direct,W012,Standard,Low
O111524,C00392,2025-02-12,2025-02-18,Completed,Online,W002,Standard,Normal
O111525,C01157,2025-09-03,2025-09-12,Completed,Retail,W001,Standard,Low
O111526,C00827,2024-10-31,2024-11-10,Completed,Distributor,W008,Standard,Critical
O111527,C00420,2025-11-02,2025-11-09,Cancelled,Direct,W010,Standard,Normal
O111528,C00621,2025-03-21,2025-03-30,Completed,Direct,W006,Standard,Normal
O111529,C00975,2023-03-15,2023-03-22,Completed,Online,W002,Standard,Normal
O111530,C00942,2025-09-03,2025-09-08,Completed,Retail,W010,Standard,Normal
O111531,C00738,2025-03-14,2025-03-18,Completed,Online,W005,Express,Normal
O111532,C00420,2023-12-09,2023-12-11,Completed,Direct,W015,Express,Normal
O111533,C00446,2025-09-03,2025-09-11,Cancelled,Online,W006,Standard,Normal
O111534,C00595,2024-11-27,2024-12-06,Completed,Online,W005,Standard,High
O111535,C00434,2024-05-13,2024-05-22,Completed,Online,W006,Standard,Normal
O111536,C00714,2025-03-26,2025-03-31,Completed,Direct,W010,Standard,Normal
O111537,C01437,2023-09-09,2023-09-19,Completed,Direct,W002,Standard,Normal
O111538,C00205,2025-10-15,2025-10-25,Completed,Distributor,W002,Standard,Normal
O111539,C01181,2024-11-06,2024-11-06,Completed,Online,W012,Same Day,Low
O111540,C00079,2024-03-28,2024-04-01,Completed,Distributor,W008,Express,Normal
O111541,C00402,2024-11-04,2024-11-10,Completed,Online,W014,Standard,Normal
O111542,C00001,2025-12-25,2025-12-31,Pending,Online,W004,Standard,High
O111543,C00166,2025-12-28,2026-01-06,Completed,Direct,W009,Standard,Low
O111544,C00554,2024-06-27,2024-06-30,Partially Fulfilled,Distributor,W014,Express,High
O111545,C00126,2025-02-24,2025-02-26,Completed,Direct,W006,Express,Normal
O111546,C01228,2023-07-14,2023-07-24,Completed,Online,W009,Standard,Normal
O111547,C01136,2023-06-29,2023-06-30,Completed,Direct,W001,Same Day,Normal
O111548,C00671,2023-12-25,2023-12-30,Completed,Distributor,W015,Standard,Normal
O111549,C00079,2023-06-30,2023-07-05,Partially Fulfilled,Distributor,W009,Standard,Normal
O111550,C00583,2024-11-19,2024-11-28,Completed,Direct,W005,Freight,Normal
O111551,C01277,2023-06-14,2023-06-22,Partially Fulfilled,Distributor,W005,Freight,Low
O111552,C00079,2024-10-23,2024-11-04,Completed,Online,W008,Freight,High
O111553,C00816,2023-07-28,2023-07-31,Completed,Retail,W014,Express,High
O111554,C01050,2024-05-21,2024-05-29,Completed,Online,W005,Standard,Normal
O111555,C00717,2023-04-30,2023-05-08,Completed,Distributor,W008,Standard,Normal
O111556,C00917,2023-12-20,2024-01-06,Completed,Distributor,W005,Freight,Normal
O111557,C00088,2023-02-13,2023-02-14,Completed,Distributor,W008,Same Day,Low
O111558,C01032,2025-10-25,2025-11-11,Completed,Online,W007,Freight,High
O111559,C00383,2024-08-14,2024-08-18,Completed,Online,W004,Express,Critical
O111560,C00827,2025-02-19,2025-03-01,Completed,Online,W008,Standard,High
O111561,C00966,2024-03-12,2024-03-17,Completed,Direct,W009,Standard,Low
O111562,C00434,2023-07-05,2023-07-13,Completed,Distributor,W012,Standard,High
O111563,C00973,2023-07-06,2023-07-11,Completed,Distributor,W005,Express,Low
O111564,C00602,2023-07-25,2023-07-30,Completed,Direct,W012,Standard,High
O111565,C00763,2023-12-29,2024-01-08,Completed,Online,W005,Standard,Critical
O111566,C01120,2023-04-26,2023-05-04,Completed,Distributor,W014,Standard,High
O111567,C00827,2025-12-10,2025-12-15,Completed,Online,W009,Express,Critical
O111568,C00434,2025-04-12,2025-04-17,Completed,Online,W012,Standard,Normal
O111569,C00079,2024-06-11,2024-06-18,Completed,Direct,W007,Standard,Normal
O111570,C01333,2025-06-16,2025-06-23,Completed,Online,W008,Standard,Normal
O111571,C00090,2024-06-21,2024-06-30,Completed,Online,W008,Standard,Normal
O111572,C00791,2023-12-28,2024-01-06,Completed,Distributor,W002,Standard,Normal
O111573,C00210,2023-02-07,2023-02-09,Completed,Online,W011,Express,Normal
O111574,C00736,2025-09-04,2025-09-13,Completed,Online,W006,Standard,Low
O111575,C00079,2024-01-09,2024-01-09,Completed,Distributor,W008,Same Day,Low
O111576,C00595,2025-11-15,2025-11-19,Completed,Online,W013,Express,High
O111577,C01132,2023-03-16,2023-03-26,Completed,Distributor,W005,Standard,Critical
O111578,C00727,2025-11-26,2025-12-12,Completed,Direct,W007,Freight,Normal
O111579,C00434,2024-10-05,2024-10-23,Completed,Direct,W004,Freight,Critical
O111580,C01231,2025-02-17,2025-02-18,Completed,Direct,W002,Same Day,Normal
O111581,C00798,2025-04-08,2025-04-15,Completed,Distributor,W005,Standard,High
O111582,C00576,2024-07-29,2024-08-06,Partially Fulfilled,Direct,W011,Standard,Normal
O111583,C00979,2025-09-21,2025-09-26,Completed,Direct,W014,Standard,Normal
O111584,C01155,2024-02-20,2024-02-28,Completed,Direct,W009,Standard,Critical
O111585,C01155,2025-07-06,2025-07-24,Completed,Direct,W009,Freight,Normal
O111586,C01295,2024-01-07,2024-01-14,Completed,Online,W011,Standard,Low
O111587,C00321,2023-04-22,2023-04-28,Cancelled,Distributor,W010,Standard,Low
O111588,C01268,2024-04-01,2024-04-06,Completed,Direct,W003,Standard,Low
O111589,C01513,2023-01-09,2023-01-18,Completed,Distributor,W014,Freight,High
O111590,C00203,2025-10-10,2025-10-20,Completed,Direct,W009,Standard,Low
O111591,C00392,2023-11-02,2023-11-16,Completed,Direct,W013,Freight,Normal
O111592,C00893,2023-08-29,2023-09-03,Completed,Direct,W013,Standard,Normal
O111593,C00088,2025-08-06,2025-08-16,Completed,Direct,W009,Standard,Normal
O111594,C01440,2023-12-24,2024-01-02,Completed,Direct,W003,Standard,Low
O111595,C00079,2024-10-31,2024-11-05,Completed,Distributor,W002,Express,Normal
O111596,C00671,2023-06-13,2023-06-19,Completed,Distributor,W002,Standard,Low
O111597,C00140,2024-12-10,2024-12-12,Completed,Distributor,W002,Express,Low
O111598,C00966,2025-10-06,2025-10-13,Completed,Direct,W009,Standard,Normal
O111599,C00806,2024-04-30,2024-05-10,Completed,Online,W013,Standard,Low
O111600,C00434,2023-08-30,2023-08-30,Completed,Direct,W006,Same Day,Low
O111601,C00727,2025-11-03,2025-11-09,Completed,Direct,W002,Standard,Low
O111602,C00060,2025-04-15,2025-04-21,Completed,Retail,W002,Standard,Normal
O111603,C00079,2024-06-07,2024-06-15,Completed,Direct,W009,Standard,Normal
O111604,C00802,2024-09-13,2024-09-21,Completed,Direct,W013,Standard,Low
O111605,C00018,2025-01-08,2025-01-18,Completed,Distributor,W002,Standard,Low
O111606,C00434,2024-06-21,2024-06-29,Completed,Online,W004,Standard,Normal
O111607,C01266,2024-12-31,2025-01-04,Completed,Distributor,W004,Express,Low
O111608,C00942,2025-05-14,2025-05-19,Completed,Online,W015,Express,Normal
O111609,C00714,2025-03-13,2025-03-23,Completed,Direct,W010,Standard,Normal
O111610,C00135,2025-12-02,2025-12-10,Completed,Online,W009,Standard,High
O111611,C00827,2024-07-22,2024-07-27,Completed,Direct,W009,Standard,Normal
O111612,C00568,2025-12-11,2025-12-16,Completed,Retail,W005,Standard,Normal
O111613,C01445,2025-01-05,2025-01-14,Completed,Online,W013,Standard,Low
O111614,C00791,2024-07-21,2024-07-29,Completed,Direct,W002,Freight,Normal
O111615,C01295,2023-08-04,2023-08-08,Cancelled,Direct,W011,Express,Normal
O111616,C00001,2025-01-06,2025-01-11,Completed,Retail,W006,Express,High
O111617,C00434,2025-10-15,2025-10-20,Completed,Direct,W006,Express,Low
O111618,C01374,2024-04-30,2024-05-07,Pending,Online,W006,Standard,Normal
O111619,C00088,2023-08-04,2023-08-21,Completed,Online,W011,Freight,Normal
O111620,C00219,2024-12-19,2024-12-20,Completed,Direct,W010,Same Day,Normal
O111621,C01265,2025-05-01,2025-05-06,Completed,Direct,W008,Standard,Low
O111622,C01397,2023-07-08,2023-07-08,Completed,Direct,W009,Same Day,Normal
O111623,C00434,2023-05-16,2023-05-21,Cancelled,Direct,W004,Standard,Normal
O111624,C00115,2025-11-29,2025-12-07,Completed,Online,W013,Freight,High
O111625,C00434,2023-11-05,2023-11-19,Partially Fulfilled,Direct,W004,Freight,Low
O111626,C01016,2024-12-26,2025-01-01,Completed,Retail,W002,Standard,Critical
O111627,C00548,2024-07-02,2024-07-10,Pending,Retail,W002,Standard,Normal
O111628,C00899,2023-11-06,2023-11-15,Completed,Direct,W005,Standard,Critical
O111629,C00605,2023-07-06,2023-07-11,Completed,Online,W002,Express,Low
O111630,C00276,2024-10-31,2024-11-09,Completed,Online,W008,Standard,Normal
O111631,C01287,2024-06-12,2024-06-13,Completed,Direct,W008,Same Day,Normal
O111632,C00256,2024-03-06,2024-03-15,Completed,Distributor,W007,Freight,Normal
O111633,C00088,2024-08-08,2024-08-13,Completed,Distributor,W008,Express,Low
O111634,C01003,2024-06-14,2024-06-20,Completed,Online,W002,Standard,Normal
O111635,C00827,2025-07-14,2025-07-19,Completed,Distributor,W008,Standard,High
O111636,C00079,2023-09-13,2023-09-25,Completed,Direct,W008,Freight,High
O111637,C00870,2023-05-09,2023-05-23,Completed,Online,W013,Freight,Normal
O111638,C01383,2024-05-14,2024-05-21,Completed,Online,W004,Standard,Normal
O111639,C00434,2025-11-01,2025-11-06,Completed,Online,W004,Standard,Low
O111640,C00318,2023-01-10,2023-01-18,Pending,Online,W004,Standard,Low
